seed,baseline,optimal_gain,greedy_gain,singleton_gain,random_gain,greedy_ratio,singleton_ratio,random_ratio
200,0.5311728725174553,0.45975045638525214,0.45975045638525214,0.45955723780138646,0.39915000572135767,1.0,0.9995797316105245,0.8681883838890335
201,0.6289573972374393,0.34550535815659644,0.34550535815659644,0.29680791509711735,0.2977846504165474,1.0,0.8590544490560186,0.861881424951968
202,0.5858575091090452,0.3921162816624384,0.3921162816624384,0.36327523112398563,0.3370957780477381,1.0,0.9264477098064466,0.8596831955525227
203,0.6164213209732289,0.34315295724971595,0.34315295724971595,0.31883163539133585,0.2788150260927996,1.0,0.9291239625229829,0.8125094661209725
204,0.612187508807987,0.3099839303242429,0.3099839303242429,0.29881716616032705,0.11374465706034717,1.0,0.9639763127326136,0.36693726975256546
205,0.6193220516336269,0.3469762251110605,0.3469762251110605,0.3469762251110605,0.2596094352831315,1.0,1.0,0.7482052558501248
206,0.6231255984684341,0.35476180190278495,0.35306609144224144,0.3461943675466477,0.3160797978375823,0.9952201436246844,0.9758501780344294,0.8909634468600353
207,0.6034497735255626,0.35582218184553627,0.35582218184553627,0.32730654459924324,0.20806429747087082,1.0,0.9198598662444497,0.5847423462801212
208,0.5708162138401607,0.40395347221581757,0.40224332394676954,0.39258815527164637,0.33494750349462427,0.9957664721640656,0.9718647870958289,0.8291734730173926
209,0.5878967295939799,0.36868037757785777,0.36868037757785777,0.3616551788923854,0.2837513968574037,1.0,0.9809450160281753,0.7696406267173284
210,0.6275424039392351,0.3652132709593937,0.3652132709593937,0.3408501037463101,0.3276909635407336,1.0,0.9332905752600856,0.8972591896233914
211,0.6004693094258716,0.385769578798118,0.3835748280903337,0.3597033072588315,0.3329963962361437,0.9943107211444144,0.9324304637486005,0.8632002483804153
212,0.6403442425011289,0.3498026966223058,0.3498026966223058,0.3466406694987376,0.3213826799025726,1.0,0.9909605410304132,0.9187541520000937
213,0.5594444253244825,0.43893237892823556,0.4385743624454037,0.43779233998698996,0.41214067473331484,0.9991843470657006,0.9974027002883011,0.9389616590593306
214,0.5958365279567964,0.39308091240304366,0.39308091240304366,0.36339544532811574,0.3086328852346395,1.0,0.9244800087253027,0.7851637550850707
215,0.5779500748125785,0.4099225644900789,0.4099225644900789,0.4099225644900789,0.2835989700956321,1.0,1.0,0.6918354700683862
216,0.6069499035753456,0.3842411303950638,0.3842411303950638,0.3746114446188191,0.30941719585688493,1.0,0.9749384305466108,0.8052682843680805
217,0.6680983042571809,0.30961811046830623,0.30961811046830623,0.3049619582760106,0.23328821879856404,1.0,0.9849616284226621,0.7534708433098728
218,0.6206342526666211,0.3712629193609701,0.3712629193609701,0.3712629193609701,0.3055210913493498,1.0,1.0,0.8229237971710794
219,0.5317299454678006,0.44889864941412094,0.44889864941412094,0.4237447234034266,0.34915821985687134,1.0,0.9439652446191943,0.7778108049836514
220,0.6119884857231698,0.3406126274719822,0.3334589309913979,0.2602098133815115,0.20966480573229462,0.978997559386806,0.7639464670255527,0.6155520636108568
221,0.5774645260947242,0.4098061209551027,0.4098061209551027,0.3875033377407868,0.32992502767188,1.0,0.9455772325646661,0.8050758902842882
222,0.5526586748518799,0.39082767072927027,0.39082767072927027,0.3728147514197989,0.31309277914896444,1.0,0.9539108393326913,0.8011018732751053
223,0.5352890826749138,0.42919407412519717,0.42919407412519717,0.3907963362985495,0.32142900096747196,1.0,0.9105352563291753,0.748912951844974
224,0.5304887673545846,0.4484781507230342,0.44788443018783186,0.4422973505883401,0.36170273476844955,0.9986761439007783,0.9862182803672164,0.8065113856389976
225,0.5868568340115984,0.3834295980241974,0.3834295980241974,0.3686727595954159,0.25068489932733323,1.0,0.9615135646678735,0.653796422130962
226,0.6002356073710665,0.3381973998423614,0.3381973998423614,0.3269424257509528,0.23852956329485137,1.0,0.966720695970298,0.7052968574153242
227,0.5341564519333508,0.45565561460229753,0.45565561460229753,0.44764927435333846,0.38642172725861196,1.0,0.9824289661042647,0.8480565472585828
228,0.5468781969748508,0.39768981222333744,0.39649911327124254,0.3529874022895547,0.2741448446637779,0.9970059606369142,0.8875947822654345,0.6893433933626183
229,0.5938314434558092,0.39470990845197407,0.39090671059702986,0.37692045122430107,0.3303731074798543,0.9903645746572208,0.954930299830977,0.8370023158920828
230,0.5914877052792717,0.40018161135519414,0.398548848310882,0.398548848310882,0.3642247399742705,0.9959199448500823,0.9959199448500823,0.9101486166264423
231,0.5884827685975609,0.35615746906436463,0.3490754075489899,0.30837259423540053,0.25318204971865144,0.9801153643247199,0.865832169813829,0.7108710941364436
232,0.5987170144168629,0.3855032396242699,0.3855032396242699,0.38061560565422436,0.3226227408935975,1.0,0.9873214192056874,0.8368872365587413
233,0.6078200647475255,0.37381879200859336,0.37381879200859336,0.37381879200859336,0.18039782018724987,1.0,1.0,0.482580929701102
234,0.6113300405809777,0.3774555199188887,0.37654320135519737,0.36010399067913224,0.3032228758333692,0.9975829772899139,0.9540302676101143,0.8033340614505483
235,0.6251871055860251,0.3545146270594077,0.3537220210010985,0.3142909617876609,0.29114943060039167,0.9977642500539861,0.8865387710363603,0.8212621098750951
236,0.5459210535453809,0.4164271181648671,0.4164271181648671,0.40671940965441666,0.2977039522137754,1.0,0.9766880971795716,0.7149004933341344
237,0.4784511381469796,0.4521945699003326,0.4521945699003326,0.4366884597394147,0.2583812885987857,1.0,0.9657092075114136,0.571394054235846
238,0.6385194871529983,0.3578018767710073,0.3578018767710073,0.35345370589777747,0.29067629142239515,1.0,0.987847545931089,0.8123945409275413
239,0.5747720098255749,0.406831005768598,0.4051982168943994,0.39347248264937185,0.35302541194322606,0.9959865672698326,0.9671644419186075,0.8677446087873251
240,0.6314556422792496,0.3430371501982482,0.3430371501982482,0.3390916226566585,0.24763504663400424,1.0,0.9884982500020493,0.7218898783729134
241,0.5870148799596882,0.3864799692700801,0.3864799692700801,0.3726263534304025,0.30413533420071015,1.0,0.964154375540233,0.7869368618899215
242,0.6226965684184416,0.3712582531234794,0.3712582531234794,0.37053904153189854,0.32444891297609535,1.0,0.99806277278544,0.8739170381976252
243,0.6183192846048484,0.35547971685436097,0.3524650721620871,0.31321824229355666,0.29168714177438315,0.991519502943936,0.8811142449004518,0.8205451055140975
244,0.6061083846647028,0.35089332515837723,0.35089332515837723,0.35089332515837723,0.2520019777515917,1.0,1.0,0.7181726173840711
245,0.5651965939919528,0.40991618838709354,0.40991618838709354,0.38519032662216357,0.3642631034545708,1.0,0.9396806896984982,0.8886282459052057
246,0.6454758726213803,0.33892548056044836,0.33892548056044836,0.33167437609488104,0.27774811436026126,1.0,0.9786056083668396,0.8194961143109571
247,0.5082866059557501,0.4548088895358715,0.4548088895358715,0.44908855480092025,0.3204311378369706,1.0,0.9874225529303334,0.7045401820618936
248,0.5580950242246371,0.4255707237352392,0.41507471387380324,0.389396786875032,0.36977194255086954,0.9753366261445046,0.914999000535779,0.8688848220229458
249,0.5966663307878665,0.40113175459203854,0.40113175459203854,0.40113175459203854,0.35929584326643027,1.0,1.0,0.8957053116670943
