seed,baseline,optimal_gain,greedy_gain,singleton_gain,random_gain,greedy_ratio,singleton_ratio,random_ratio
38,0.5711737108486303,0.4217630577895213,0.4191915083055816,0.4158911367478888,0.37539939017708057,0.9939028574540946,0.9860776781342409,0.8900717671779157
39,0.5616760600795803,0.3634588177569268,0.3634588177569268,0.30864220005136134,0.2788754529480972,1.0,0.849180663592469,0.7672821219998655
40,0.5246671044214203,0.4677249315040507,0.4622624251632613,0.46225505105220677,0.43139549116608294,0.9883211136014842,0.9883053476874654,0.9223273383756899
41,0.6514293493972174,0.30554763230499493,0.30554763230499493,0.25699204871438597,0.23304317029384894,1.0,0.8410866966164503,0.7627065166102394
42,0.551959269462204,0.3785384689346579,0.3785384689346579,0.37728334910762906,0.278951857382083,1.0,0.9966843004607664,0.7369181213395639
43,0.5781783164622658,0.3888158846901223,0.3888158846901223,0.3888158846901223,0.2620891831307893,1.0,1.0,0.6740701536401185
44,0.6297800084779556,0.3585814638756294,0.3564667248050005,0.33635841980583436,0.32973611351298654,0.9941024863701199,0.9380251175573792,0.9195570511345573
45,0.6258810763802726,0.3667615573792189,0.3667615573792189,0.3657988716106143,0.31786552646051314,1.0,0.9973751726449095,0.8666816902291945
46,0.6421433015457556,0.34851206511916466,0.34461793787418715,0.34103641004393614,0.3161768076144379,0.9888264205612336,0.9785497954778913,0.9072191159474764
47,0.6037525581909274,0.38058573468161583,0.38058573468161583,0.3755557372323637,0.309000223640857,1.0,0.9867835365572489,0.8119070040797912
48,0.5455596297870485,0.44320145808699163,0.4405147411479656,0.4233940993471673,0.37113339490399555,0.9939379329873534,0.9553084531235082,0.8373920891549717
49,0.5774963087394247,0.4147610822684553,0.4147610822684553,0.40111473878407,0.3926955601057071,1.0,0.9670983029320174,0.9467994392288083
50,0.5704180887350256,0.40568969808854094,0.4036764960500725,0.39029531920849725,0.3255702311506833,0.9950375815606018,0.9620538087297353,0.80251047212845
51,0.5854397212378079,0.4029390857638352,0.3992054291646616,0.39865393069330946,0.3443511757116494,0.990733942843753,0.9893652534044878,0.8545985928837778
52,0.6150925769962542,0.37357863009514825,0.37357863009514825,0.37357863009514825,0.3195874482816054,1.0,1.0,0.8554757219389353
53,0.6015344407189589,0.32259488065896735,0.32259488065896735,0.32259488065896735,0.19539659395632217,1.0,1.0,0.6057027115780135
54,0.6564451467467114,0.327697166166932,0.327697166166932,0.3138857986432171,0.2830516089455473,1.0,0.9578532591988321,0.8637597091741653
55,0.5641796033116969,0.2945310898947572,0.2945310898947572,0.2850229827850953,0.14446377167215188,1.0,0.9677178150766381,0.4904873428600429
56,0.6019832993769776,0.3662621943761112,0.36355872657040345,0.35597084850771354,0.2957099049190823,0.9926187636965568,0.9719016976733625,0.8073721761613774
57,0.5777648545686018,0.34303964459996705,0.34011090882082007,0.2482801762958955,0.21359546067550142,0.9914623985150104,0.7237652563027386,0.6226553228988564
58,0.6268296780832046,0.36314271822734856,0.36314271822734856,0.35296593411272514,0.26452126463473774,1.0,0.9719758001363746,0.7284223291767398
59,0.5623312805593809,0.4230900316589544,0.4225969050556062,0.40844740268331525,0.341485222803951,0.9988344641413208,0.9653912220095926,0.8071218824631073
60,0.5770146336161319,0.4089933631000998,0.4087757041909257,0.4064311674004455,0.3203598299661801,0.9994678179921446,0.9937353611798653,0.7832885784207043
61,0.5513960877829089,0.3969397241812873,0.393510126227661,0.393510126227661,0.2769742025319604,0.9913599024116317,0.9913599024116317,0.6977739582583649
62,0.5347610785576624,0.42232159867346886,0.42232159867346886,0.415322303183713,0.2784742765668442,1.0,0.9834266220062129,0.6593891419277262
63,0.5799709256480021,0.38737956487627523,0.3839369488950889,0.3839369488950889,0.33852020320944215,0.9911130676645634,0.9911130676645634,0.8738721241466668
64,0.6259029456422803,0.29666389997142584,0.29666389997142584,0.27972525769368783,0.14366760787197086,1.0,0.9429029205125076,0.4842773518645466
65,0.5649015163201582,0.42376560523582585,0.42376560523582585,0.41963026254764657,0.3720314323898206,1.0,0.9902414385757476,0.8779179522669964
66,0.5830817847773597,0.38351154643229746,0.38351154643229746,0.2774112130658106,0.284897757360592,1.0,0.7233451395309761,0.7428661796780762
67,0.5594546548185693,0.4196537838792338,0.4196537838792338,0.41365842666043595,0.309786736215165,1.0,0.9857135633012113,0.7381959799135617
68,0.5995277523097655,0.38483250205314423,0.38483250205314423,0.38478973446705345,0.31287774225263093,1.0,0.9998888670113293,0.813023173935094
69,0.6354180751233715,0.3480101881904908,0.3480101881904908,0.34037101196183495,0.3083103029211157,1.0,0.9780489868173791,0.885923209674412
70,0.5247853449933743,0.45147280030497416,0.4483813798897126,0.38976186830170656,0.35020969743518215,0.9931525876793169,0.8633119604069586,0.7757049753575679
71,0.5737923405428504,0.4186358051610264,0.4186358051610264,0.4152183946629494,0.3503672183746772,1.0,0.9918367935662777,0.8369260680889683
72,0.5885218607803153,0.3883056262850938,0.3883056262850938,0.3883056262850938,0.28006848574106363,1.0,1.0,0.7212578618045505
73,0.5139839263381781,0.4547217231672678,0.4540604800713608,0.4420820419508965,0.3201965554641271,0.9985458291033443,0.9722034805631623,0.7041593553830371
74,0.6482871447653021,0.3294664992624394,0.3294664992624394,0.24728104439551368,0.2084096684010144,1.0,0.7505498888326725,0.6325671012608899
75,0.6173692723145676,0.35842926789229934,0.35842926789229934,0.35501615064666614,0.27593124594375773,1.0,0.9904775710262066,0.7698345828908967
76,0.5014311028817786,0.4211467967939754,0.4211467967939754,0.38656096398480444,0.29584427587060086,1.0,0.9178770132588939,0.7024730524433446
77,0.6138689348260523,0.38101584982052195,0.3800615109814044,0.3599933388712401,0.33946242814077365,0.9974952778485013,0.9448251012151212,0.8909404380439236
78,0.625807984314958,0.32930708541146003,0.3270146596521205,0.3270146596521205,0.211758743125187,0.9930386382167417,0.9930386382167417,0.6430433856611386
79,0.5417304243759125,0.431878706968428,0.431878706968428,0.42269928905292,0.34870003328140886,1.0,0.9787453797388093,0.8074026981536281
80,0.6038553251557478,0.3886566976588718,0.387821477938862,0.3870197470406427,0.35720304865485347,0.9978510090652217,0.9957881836899003,0.9190708684721406
81,0.6213098706555091,0.37227561376822993,0.37227561376822993,0.37220053557568333,0.32703129471699416,1.0,0.9997983263212257,0.8784655309724267
82,0.5661724878506514,0.4169587398264325,0.4169587398264325,0.38401995896141117,0.37822475396196725,1.0,0.9210023013818279,0.9071035520670725
83,0.5922084023350153,0.39128129528971556,0.3895800419088563,0.38657061288990036,0.34371205878848804,0.9956520963272737,0.987960880173617,0.878427011273294
84,0.5479662269337178,0.4205901921330183,0.418794225027886,0.3593014973113088,0.33295892532150895,0.9957298882885878,0.8542793056802285,0.791646908438144
85,0.5537866391134212,0.3723599986218813,0.3723599986218813,0.36365381134911334,0.2238431518307715,1.0,0.9766188975588412,0.6011471496917596
86,0.5695772966838462,0.41283097243315814,0.41283097243315814,0.40191854446194086,0.3282048365411796,1.0,0.9735668380041808,0.7950102062517114
87,0.5287356714460669,0.4381267808818283,0.4381267808818283,0.4381267808818283,0.31716356733199663,1.0,1.0,0.7239081954625871
88,0.5253708512879024,0.3866045223653647,0.3866045223653647,0.37904541260776126,0.18606169154960914,1.0,0.9804474357636727,0.48127137885306365
89,0.54713242051935,0.44194977219355613,0.44194977219355613,0.4343848825615503,0.38118672459042696,1.0,0.9828829199425568,0.8625114177533337
90,0.5830350158175454,0.40874786150088727,0.4050718365225384,0.4039841996235142,0.37437268886098635,0.9910066196680496,0.9883457203668752,0.9159012783242995
91,0.5657536408282948,0.3569778420205223,0.3569778420205223,0.3569778420205223,0.2306068030423744,1.0,1.0,0.6459975267291718
92,0.5809412801348837,0.3398324753148444,0.3398324753148444,0.32595725467892533,0.1454041024278525,1.0,0.9591704099996209,0.4278699447224402
93,0.6470966964707858,0.32676494969067393,0.32676494969067393,0.3139386150398267,0.2575988139724314,1.0,0.9607475200048565,0.7883306156804228
94,0.6417177060686298,0.3443896080146095,0.3443896080146095,0.3192323537079842,0.219301177500272,1.0,0.9269511805200635,0.6367822152489832
95,0.6041965051762839,0.3637815894585763,0.3613416650414599,0.33897074794985826,0.2839930575980575,0.9932928864796381,0.931797423982768,0.7806691317741787
96,0.6057191788837272,0.3685208765666189,0.36634193966213335,0.31872125022491304,0.3095445953193529,0.994087344725797,0.8648662002389886,0.839964883952498
97,0.5946699321756196,0.3897224628027973,0.38674834553512616,0.35799995563574494,0.3314259129673678,0.9923686275451459,0.9186023126844904,0.8504152174956154
98,0.5352305841537532,0.44097515935302234,0.44097515935302234,0.43947513580675956,0.360783916387226,1.0,0.9965983944572671,0.8181502035546648
99,0.5672832972505374,0.41994372062407315,0.41994372062407315,0.3053695471531168,0.3581858930219843,1.0,0.7271677897679025,0.852937847218405
100,0.6039010940167674,0.37272543109302925,0.3714753202102842,0.3676972047017296,0.3119986003849842,0.9966460274012453,0.9865095698553378,0.8370735516222715
101,0.6029450968305082,0.3822921582269422,0.3820836040213267,0.37662318908160575,0.282993415766943,0.9994544638148406,0.9851711079514973,0.7402543046644133
102,0.5965710947910294,0.39863697269334153,0.39723544783436826,0.3961194221152543,0.3749418457513102,0.9964842075497814,0.9936846034097698,0.9405596355452477
103,0.5621081327222662,0.4149313060059787,0.4149313060059787,0.4133791728612747,0.3378744271828221,1.0,0.9962593009439454,0.8142900337771903
104,0.5644070542530499,0.4110825150904992,0.403848910130021,0.4011144608716759,0.324958880448879,0.9824035207167939,0.9757516949690044,0.7904955052085827
105,0.5700967964981914,0.4178486390916155,0.4138305611598285,0.41207947730342165,0.3398942901095864,0.9903838913044635,0.9861931779872832,0.8134387869456786
106,0.5277421646454468,0.4496147407687545,0.4463221153379945,0.41423170741363435,0.3939811997143605,0.9926767849623207,0.9213036625653732,0.8762639744433838
107,0.5301447051025635,0.4648813567095449,0.4648813567095449,0.4623911943636626,0.4207764961467807,1.0,0.994643445451313,0.9051266308570841
108,0.5876372088673211,0.40104927100792664,0.40104927100792664,0.3962443814352412,0.28142613418883866,1.0,0.9880192038234862,0.7017245873095637
109,0.6643313740690113,0.32286079672307133,0.32286079672307133,0.3066593981704113,0.28105294877387255,1.0,0.9498192449591317,0.8705081311403107
110,0.5432877299407942,0.3959288632559973,0.3959288632559973,0.36266646645416223,0.21991181530697518,1.0,0.9159889568840843,0.5554326438807415
111,0.6204085815810734,0.3710322531359791,0.3710322531359791,0.35172648161544395,0.30875773832074604,1.0,0.947967403487535,0.8321587563105729
112,0.6440041131158875,0.3472777672107895,0.3472777672107895,0.3430308531975528,0.29773599373468707,1.0,0.9877708439346796,0.8573425132452209
113,0.5587888735431801,0.43093970289390926,0.43093970289390926,0.41581597213339616,0.39456969674330633,1.0,0.9649052276711753,0.9156030277406195
114,0.5682560420087613,0.38860667881878064,0.38860667881878064,0.37149354345851415,0.2647494682806291,1.0,0.955962837766237,0.6812787394322938
115,0.5227660467354549,0.4530417674692997,0.4464210952437161,0.4058883628895782,0.3863632098676072,0.9853861769466272,0.8959181957038501,0.8528202863630869
116,0.5832892952168098,0.40378539292814297,0.40372682866613985,0.3221586898856448,0.36101117318310977,0.999854961910389,0.797846320168832,0.8940669462190148
117,0.6141248852791298,0.3603979994870289,0.3563644058548562,0.3417142802962734,0.2916342427712287,0.9888079466647598,0.9481580940589324,0.8092005038494252
118,0.6098138427800145,0.3606273805946194,0.3606273805946194,0.3606273805946194,0.26222035649512043,1.0,1.0,0.7271227050557258
119,0.5669398834476173,0.42988940989697844,0.42988940989697844,0.41472895979669755,0.3870764373318185,1.0,0.9647340693879525,0.900409334169409
120,0.5864804904434303,0.3897056376728897,0.3897056376728897,0.3632094827840312,0.31901914535929143,1.0,0.9320098240120951,0.8186156794248614
121,0.6010230727789483,0.3795496948126771,0.3795496948126771,0.3497825024214851,0.32457697988165696,1.0,0.9215723453396972,0.8551633272735172
122,0.6430960308077663,0.33660551598914756,0.33660551598914756,0.33660551598914756,0.24694633996588586,1.0,1.0,0.7336372347916236
123,0.603975436572339,0.3859951787814234,0.38582032238244235,0.3839590678265713,0.31410166499800124,0.9995469984896364,0.9947250352678495,0.8137450472558022
124,0.5553747190699692,0.40010020717194916,0.40010020717194916,0.3339926727268807,0.27834275504217804,1.0,0.8347725563244767,0.6956826066389813
125,0.5694918407234346,0.4054204250980957,0.4048886807923866,0.3912609051116692,0.32542346425106344,0.9986884126383606,0.965074477974314,0.8026814736142704
126,0.49102896584259337,0.5010725842432241,0.4995225150746855,0.4843015432263823,0.4232802619388896,0.9969064977464698,0.9665297173618642,0.8447483962391893
127,0.570749555668313,0.41735573572414575,0.41735573572414575,0.37284103816787695,0.3258223037816349,1.0,0.893341114675153,0.7806824631661213
128,0.5869716134581785,0.3895947990812779,0.3895947990812779,0.36469186385316543,0.3007081649427141,1.0,0.9360799084411874,0.7718485094047157
129,0.6307483541226967,0.36012603296505064,0.3595023863489615,0.3541399953232657,0.31745349437551124,0.9982682545581211,0.9833779369058668,0.8815066541060622
130,0.5778513090773209,0.42040384906178385,0.42040384906178385,0.42040384906178385,0.3853852428995345,1.0,1.0,0.9167024606449241
131,0.5854745368642212,0.3639324624182001,0.3639324624182001,0.30873549618733553,0.26144588324457485,1.0,0.8483318419464408,0.718391213323926
132,0.6544397704327163,0.278738987120554,0.2786985495026091,0.2750711598250005,0.17875012209645424,0.9998549265807318,0.9868413553000135,0.6412813791963203
133,0.5767185106709307,0.40951960818274535,0.40951960818274535,0.39144654556144864,0.33223213987301853,1.0,0.9558676501437955,0.8112728505169945
134,0.5367760280031454,0.3901449708653376,0.388149946580543,0.3272967351745303,0.264282908314097,0.9948864539241153,0.8389105579102799,0.677396680848968
135,0.546566208380544,0.4188743591644968,0.4188743591644968,0.40944946826607087,0.2917162598436411,1.0,0.9774994799938932,0.6964290209252956
136,0.5675674031907794,0.42248637186816274,0.41342006402135023,0.40745578317611464,0.36019012230887354,0.9785405910095447,0.9644234945956117,0.8525484992951943
137,0.571849094297856,0.4183108107354766,0.4183108107354766,0.4134097488513967,0.3446056801503047,1.0,0.9882836834279687,0.823802950596512
138,0.5309731997207809,0.4508815603069861,0.4508815603069861,0.4463695883552493,0.3121127896260177,1.0,0.9899929996057838,0.6922278866616619
139,0.5654606290092564,0.41061416255728556,0.41061416255728556,0.3833404394525314,0.347585183428246,1.0,0.9335782211336923,0.8465007180061739
140,0.5107768038227388,0.43682109547711845,0.43682109547711845,0.4053480577644767,0.2553490068786786,1.0,0.9279498219327863,0.5845619854960835
141,0.5860441882597098,0.39901179135700615,0.39901179135700615,0.39901179135700615,0.3263838483779425,1.0,1.0,0.8179804593441662
142,0.6044289660011302,0.3575205177704439,0.34850227266404665,0.3384574783466875,0.254751072798508,0.9747755872512255,0.9466798729688672,0.7125495185204394
143,0.584633482656174,0.3694215384587314,0.3694215384587314,0.36915305178573765,0.24034740829193754,1.0,0.9992732240948541,0.6506047516739122
144,0.586917885171583,0.33260172537828914,0.33260172537828914,0.2369224597778613,0.21148913476082543,1.0,0.7123308200172271,0.6358630115952807
145,0.5503762348039866,0.42511182231846334,0.42511182231846334,0.42306037768747495,0.26867878691804925,1.0,0.9951743411420546,0.6320190895956178
146,0.5362943886927746,0.45881852075672747,0.45881852075672747,0.4563507403883158,0.4133504623365475,1.0,0.9946214456113464,0.9009018678121588
147,0.5169411898592988,0.44090647141461137,0.44090647141461137,0.40411090683269746,0.2661377325485306,1.0,0.9165456463728953,0.603614938321613
148,0.606195968134336,0.34805306524984947,0.34805306524984947,0.33375756184027017,0.28444056543428947,1.0,0.9589272302506019,0.8172333297225932
149,0.5763175602811469,0.4132552771667253,0.4132552771667253,0.4014680148408909,0.3701741790699916,1.0,0.9714770434230199,0.8957518500620312
150,0.6265599228883968,0.3518681147165138,0.3518681147165138,0.33359727331862443,0.2595911667774632,1.0,0.9480747455261485,0.7377513219309613
151,0.6056483824877925,0.38535100337835204,0.38535100337835204,0.3733933376260048,0.32649836419253825,1.0,0.968969418406816,0.8472752408327582
152,0.6289176739106718,0.36061046175277744,0.36061046175277744,0.36061046175277744,0.3079067665729017,1.0,1.0,0.8538486794761722
153,0.6123471725686986,0.30250981379191155,0.30250981379191155,0.29964862281185445,0.20193350021377848,1.0,0.9905418242661534,0.6675271049311582
154,0.6021551624299964,0.3366988443452348,0.3366988443452348,0.3366988443452348,0.19643994639507353,1.0,1.0,0.5834292267236102
155,0.5508896603894332,0.4070475289448585,0.40531918496475616,0.36581365030076596,0.3325754191337535,0.9957539504426361,0.8987000885351686,0.8170432086784796
156,0.6029404874740353,0.3689030807453346,0.3689030807453346,0.3689030807453346,0.2539316525158725,1.0,1.0,0.688342455700904
157,0.6182544192756877,0.3704748637087316,0.3704748637087316,0.3704748637087316,0.3103867334212538,1.0,1.0,0.837807807833572
158,0.541369369043233,0.43432353362331844,0.43432353362331844,0.43361328228209994,0.31123935532980923,1.0,0.9983646952416019,0.7166071631746807
159,0.5388747675238257,0.43804812585672015,0.43804812585672015,0.43034787158548826,0.3545111203248182,1.0,0.9824214422646553,0.8092971968125122
160,0.5597500918363703,0.3962395321280132,0.3962395321280132,0.31542517041462736,0.28337421593753576,1.0,0.7960466960997795,0.7151588697262694
161,0.6047495509289448,0.358793831636951,0.358793831636951,0.352172036079723,0.16547925330579483,1.0,0.981544288186291,0.46120986124766106
162,0.6017216098884226,0.3914497068741286,0.3909009324889001,0.3914497068741286,0.3251955978251408,0.9985980973402416,1.0,0.830746816550071
163,0.6023636346156225,0.38890435617637054,0.38890435617637054,0.37829992273382773,0.29532252662185743,1.0,0.9727325413713452,0.7593705802768813
164,0.579905586413354,0.41624029069872626,0.41624029069872626,0.4079962497053802,0.36566119993459206,1.0,0.9801940341250792,0.8784858364402229
165,0.6760037310482444,0.31162917758074693,0.31162917758074693,0.31162917758074693,0.21498819992732193,1.0,1.0,0.68988469435477
166,0.5855039853026106,0.3773071365287899,0.3773071365287899,0.3465281587512825,0.26313539386104445,1.0,0.9184246074413733,0.6974037021453642
167,0.5664205235650698,0.41318673083447444,0.41318673083447444,0.41318673083447444,0.33488057543599387,1.0,1.0,0.8104824052787635
168,0.5391516495894999,0.4522615380111863,0.45143068730324987,0.4499975731530147,0.39821466017046503,0.9981628977082816,0.9949941247090625,0.8804964090504099
169,0.548249423208215,0.4035512855215483,0.39972131718552406,0.3793046281869009,0.32356270818468147,0.9905093392749961,0.9399167882632041,0.8017883223107818
170,0.6353431308669486,0.3558510284053137,0.3514224690732394,0.34032191685241053,0.310815306638219,0.987555018874274,0.956360638825482,0.8734422042591399
171,0.5957306602156706,0.33784144525870297,0.33784144525870297,0.2956612211918537,0.27051313475880584,1.0,0.8751478699288961,0.8007103289285887
172,0.5976081607935353,0.3824047679860564,0.3824047679860564,0.3758556088799022,0.283857249165074,1.0,0.9828737514423644,0.7422952665052133
173,0.5849015864153169,0.38338651369367094,0.38338651369367094,0.3629899664849553,0.25830519244442834,1.0,0.9467989966256021,0.6737461627323083
174,0.6303347000053212,0.3522703612602007,0.35162028186160144,0.3460376041123011,0.3033215093939124,0.9981546009256251,0.9823068931328689,0.8610474872447961
175,0.6438509913235162,0.34219775485888415,0.34219775485888415,0.32529950588546386,0.29293939334719216,1.0,0.9506184691936719,0.856052937775687
176,0.5695808986355322,0.4141236716239477,0.4141236716239477,0.3890590159488395,0.32816999957594317,1.0,0.9394754335659696,0.7924444364386485
177,0.5516604240102431,0.3755459028613667,0.3755459028613667,0.3594140392891193,0.26678785246582065,1.0,0.9570442296152476,0.7104001146946497
178,0.5371963125295615,0.4253719505085931,0.4253719505085931,0.3885252376135302,0.27989034560238363,1.0,0.9133776619473677,0.6579896612076434
179,0.6054121250502892,0.37503770364959155,0.3697183386147135,0.36864409621507954,0.2759957836085264,0.9858164526309917,0.9829520942233431,0.7359147651629105
180,0.6058211309391657,0.3823739030451623,0.3823739030451623,0.3823739030451623,0.3172778410410732,1.0,1.0,0.8297580941437822
181,0.6367588932391486,0.32235521399093114,0.32235521399093114,0.3128229960363341,0.19129566541639786,1.0,0.9704294593638396,0.5934312743015834
182,0.6385777480107432,0.3513893694000786,0.3513893694000786,0.34853471076424913,0.3046412403122493,1.0,0.991876081394542,0.8669620279986228
183,0.6451770797757088,0.32155338066210515,0.32155338066210515,0.3143007951440475,0.18465141225654372,1.0,0.9774451585515166,0.5742480824687058
184,0.5805193991386479,0.3728419473001532,0.3728419473001532,0.36280994530637967,0.31364259918237847,1.0,0.9730931509546662,0.8412213310587695
185,0.5281516304575238,0.4282526723457556,0.4282526723457556,0.35945567346148755,0.28115726937597235,1.0,0.8393541866127017,0.656521926263606
186,0.6294868857191515,0.351263858649857,0.351263858649857,0.34886969807641666,0.257290776280936,1.0,0.9931841534092272,0.7324715308596714
187,0.6420333372911433,0.27363040892298385,0.25849513845273964,0.24389386359609577,0.16633695504132498,0.9446871766562166,0.8913258747668731,0.6078891439589313
188,0.5972089740552531,0.34188072932501,0.34188072932501,0.2805833610909976,0.23557030321371403,1.0,0.8207054011057174,0.6890423560251867
189,0.5783095935339935,0.3541095950338494,0.3380008179701548,0.29286982451572974,0.2245861299044899,0.9545090636073987,0.8270598386009118,0.6342277448963834
190,0.6181753139754274,0.37121445409650344,0.37121445409650344,0.34524216425308896,0.2895622658601943,1.0,0.9300342711421938,0.7800403854557821
191,0.6247630302238266,0.3456574705942349,0.3456574705942349,0.30319895985373735,0.2272253013792384,1.0,0.8771659392533734,0.6573713016779457
192,0.5217794767644287,0.4535111759031477,0.4535111759031477,0.4535111759031477,0.26417455367898685,1.0,1.0,0.5825094677168534
193,0.6062259988961383,0.3147374469668366,0.3147374469668366,0.26037848144642983,0.18374983593429495,1.0,0.8272878996628117,0.5838194269703675
194,0.6092256229522836,0.3531000539579,0.3502484450103309,0.3502484450103309,0.22555066132642712,0.991924076715352,0.991924076715352,0.6387726617377392
195,0.626567202677072,0.3484584246784165,0.3484584246784165,0.33129072314688446,0.2989311691260478,1.0,0.9507324251167821,0.8578675329830922
196,0.6303291343455414,0.3635255882053995,0.3635255882053995,0.34828112253504695,0.3160722955178582,1.0,0.9580649446284945,0.8694636795120755
197,0.5355021470557734,0.44677152179087287,0.44677152179087287,0.4450973975528878,0.37193286879036275,1.0,0.9962528403080071,0.8324900998601675
198,0.6233009962997874,0.3618891643119925,0.3618891643119925,0.34468367174593106,0.2751262909067121,1.0,0.9524564583226145,0.7602501484944152
199,0.6619411462433415,0.31533870819450516,0.31533870819450516,0.2969698104611054,0.2692044382667545,1.0,0.94174867450123,0.853699312108254
